,core_number,pagerank,degree_centrality,betweenness_centrality,max_clique_size,cliques_involved
2021-09-13,1.0,0.06374807228395284,0.10869565217391304,0.002898550724637681,0.0,0.0
2021-09-20,2.0,0.016519843261505334,0.08383233532934133,0.001515042204747132,3.0,1.0
2021-09-27,2.0,0.02037607801867068,0.043859649122807015,0.0005603215086173583,0.0,0.0
2021-10-04,2.0,0.01404708249235317,0.06097560975609756,0.001143197669822622,0.0,0.0
2021-10-11,2.0,0.013365176182839736,0.028070175438596492,0.00024103975786460687,3.0,3.0
2021-10-18,2.0,0.01405661486659344,0.03216374269005848,0.0002658160552897395,0.0,0.0
2021-10-25,2.0,0.01353764739477077,0.047058823529411764,0.001621120889300602,3.0,2.0
2021-11-01,2.0,0.012044089268888992,0.03524229074889868,0.0002923862617441815,0.0,0.0
2021-11-08,2.0,0.021574556503700035,0.04320987654320988,0.0002884900937592805,0.0,0.0
2021-11-15,2.0,0.011623897637334015,0.02722177742193755,0.0004603041407484963,3.0,2.0
2021-11-22,2.0,0.012494086805362221,0.03476946334089191,0.0004890229078688123,3.0,1.0
2021-11-29,2.0,0.010058620010495784,0.08178438661710037,0.0014564722854130832,3.0,3.0
2021-12-06,2.0,0.021868625928147263,0.055944055944055944,0.0014773958435930269,0.0,0.0
2021-12-13,1.0,0.03473575063947781,0.058252427184466014,0.0005711022272986865,0.0,0.0
2021-12-20,1.0,0.0492654213789231,0.078125,0.0,0.0,0.0
2021-12-27,1.0,0.10413312522294714,0.1791044776119403,0.0006784260515603799,0.0,0.0
2022-01-03,2.0,0.06373557888146685,0.11,0.00040404040404040404,0.0,0.0
2022-01-10,1.0,0.04405544422149155,0.08333333333333333,0.00019561815336463224,0.0,0.0
2022-01-17,1.0,0.05707126798490435,0.0945945945945946,0.0018511662347278786,0.0,0.0
2022-01-24,2.0,0.0494224005230115,0.08695652173913043,0.00030511060259344014,3.0,1.0
2022-01-31,2.0,0.02760977681167281,0.05333333333333334,0.001081081081081081,0.0,0.0
2022-02-07,1.0,0.04236916286687536,0.13725490196078433,0.00039215686274509797,0.0,0.0
2022-02-14,2.0,0.027058600467486118,0.10294117647058823,0.00065359477124183,3.0,1.0
2022-02-21,1.0,0.05835260843943582,0.18333333333333332,0.0011299435028248588,0.0,0.0
2022-02-28,2.0,0.03200168606272554,0.10619469026548672,0.002232055063913471,0.0,0.0
2022-03-07,1.0,0.025149659741211958,0.0449438202247191,0.0005107252298263534,0.0,0.0
2022-03-14,1.0,0.03487931158006757,0.06557377049180328,6.774149844194554e-05,0.0,0.0
2022-03-21,1.0,0.025576364241291522,0.060240963855421686,0.0008815750808110492,0.0,0.0
2022-03-28,2.0,0.022381664995613573,0.07432432432432433,0.0010571796286082,0.0,0.0
2022-04-04,1.0,0.028836870127928103,0.0641025641025641,0.000999000999000999,0.0,0.0
2022-04-11,1.0,0.03457788803611184,0.03658536585365854,0.0004516711833785005,0.0,0.0
2022-04-18,1.0,0.01812452581767622,0.16666666666666666,0.00017307026652821047,0.0,0.0
2022-04-25,1.0,0.030399102932763575,0.04878048780487805,0.0004516711833785005,0.0,0.0
2022-05-02,1.0,0.0358054927811634,0.08333333333333333,0.0015350877192982456,0.0,0.0
2022-05-09,1.0,0.02950991032378845,0.06666666666666667,0.00036036036036036037,0.0,0.0
2022-05-16,1.0,0.04490016110806068,0.07407407407407407,0.0006988120195667365,0.0,0.0
2022-05-23,1.0,0.040599432017054175,0.08620689655172414,0.0018148820326678767,0.0,0.0
