,core_number,pagerank,degree_centrality,betweenness_centrality,max_clique_size,cliques_involved
2022-11-26,3.0,0.00841839501759919,0.022099447513812157,0.0006820006612671594,3.0,8.0
2022-11-27,4.0,0.007572259348317165,0.04225817101353582,0.020474674376470613,4.0,28.0
2022-11-28,4.0,0.010599541299001874,0.057820607857672346,0.08462802367315186,4.0,76.0
2022-11-29,4.0,0.009539739055285571,0.04380952380952381,0.03344918848786222,4.0,31.0
2022-11-30,3.0,0.012805703886177867,0.046610169491525424,0.012511853485590694,3.0,10.0
2022-12-01,2.0,0.020405234668650494,0.08376963350785341,0.01331574390897473,3.0,1.0
2022-12-02,3.0,0.015688881263230977,0.08854166666666666,0.007173923883086741,4.0,7.0
2022-12-03,3.0,0.019197647765281104,0.07838983050847458,0.005587492652968202,4.0,7.0
2022-12-04,3.0,0.03335816321724048,0.08,0.006457906945012963,3.0,2.0
2022-12-05,3.0,0.028685846423594917,0.0967741935483871,0.017282706093189965,4.0,8.0
2022-12-06,4.0,0.024113874155178523,0.12464985994397759,0.04599016792317675,3.0,28.0
2022-12-07,3.0,0.02331199875968866,0.08426966292134831,0.025295538175779335,4.0,17.0
2022-12-08,4.0,0.03127025445683874,0.12880143112701253,0.05972744712429636,4.0,23.0
2022-12-09,2.0,0.014970889725028675,0.06284153005464481,0.010854105846245977,3.0,4.0
2022-12-10,2.0,0.017743986346215965,0.07911392405063292,0.01542428504453821,3.0,1.0
2022-12-11,3.0,0.0339963973036565,0.09712230215827339,0.010241626193629933,3.0,6.0
2022-12-12,2.0,0.01936037721147766,0.07563025210084033,0.020225505932710164,3.0,2.0
2022-12-13,2.0,0.018854389035778883,0.05128205128205128,0.0018430346002693268,3.0,3.0
2022-12-14,2.0,0.022346873714178463,0.056291390728476824,0.021752363351008046,3.0,3.0
2022-12-15,2.0,0.025953592470504466,0.07860262008733623,0.004117827319390178,3.0,2.0
2022-12-16,2.0,0.01764490504170641,0.074235807860262,0.003074005975637784,3.0,1.0
2022-12-17,3.0,0.026960892550283635,0.06632653061224489,0.018262689691261116,3.0,3.0
2022-12-18,3.0,0.021223497695536227,0.08097165991902834,0.016707262214322546,3.0,2.0
2022-12-19,3.0,0.02443697667695577,0.11627906976744186,0.025852713178294576,3.0,6.0
2022-12-20,2.0,0.022880157746141654,0.09965635738831614,0.004502903187581468,3.0,5.0
2022-12-21,2.0,0.01660037576655718,0.06611570247933884,0.0021132677205857138,3.0,2.0
2022-12-22,2.0,0.02454341276654758,0.05172413793103448,0.0013061650992685476,0.0,0.0
2022-12-23,2.0,0.04140138846554267,0.04621848739495798,0.0010637166258908627,3.0,1.0
2022-12-24,2.0,0.018840728135519208,0.06769230769230769,0.006149097815764483,3.0,7.0
2022-12-25,2.0,0.02908204775078541,0.07111111111111111,0.00751984126984127,3.0,4.0
2022-12-26,3.0,0.0117735172749348,0.06432748538011696,0.00947505616436007,3.0,6.0
2022-12-27,3.0,0.02431112630349093,0.07992895204262877,0.0243098981025885,4.0,18.0
2022-12-28,3.0,0.020759804123805632,0.051764705882352935,0.011564002959674434,3.0,3.0
2022-12-29,3.0,0.02084210934403101,0.05867970660146699,0.005725945634977707,3.0,3.0
2022-12-30,2.0,0.020210130130031922,0.07356948228882834,0.004124417444647936,0.0,0.0
2022-12-31,2.0,0.051655445082971436,0.08823529411764705,0.01535297663369145,3.0,2.0
2023-01-01,2.0,0.01682103382900052,0.0546218487394958,0.0014892032762472078,3.0,1.0
2023-01-02,2.0,0.026224746001872832,0.12213740458015267,0.006624550320259718,3.0,2.0
2023-01-03,2.0,0.020055893792410733,0.07777777777777778,0.002120335949332232,3.0,1.0
2023-01-04,2.0,0.020502973079898422,0.08583690987124463,0.0020071777416013022,0.0,0.0
2023-01-05,2.0,0.01655852608238742,0.04778156996587031,0.004328548942602895,3.0,3.0
