,core_number,pagerank,degree_centrality,betweenness_centrality,max_clique_size,cliques_involved
2021-09-18,1.0,0.21637440151832305,0.2,0.0,0.0,0.0
2021-09-19,1.0,0.07062198219534135,0.12195121951219512,0.0036585365853658534,0.0,0.0
2021-09-20,1.0,0.05940531997943718,0.1,0.0,0.0,0.0
2021-09-21,1.0,0.06239437686879794,0.125,0.0,0.0,0.0
2021-09-22,1.0,0.0495250244825777,0.16129032258064516,0.0,0.0,0.0
2021-09-23,1.0,0.1022096086913031,0.16666666666666666,0.0,0.0,0.0
2021-09-24,1.0,0.10756998357108091,0.47368421052631576,0.0,0.0,0.0
2021-09-25,2.0,0.046916348142214605,0.2127659574468085,0.011563367252543942,0.0,0.0
2021-09-26,1.0,0.048712410553052705,0.07142857142857142,0.0,0.0,0.0
2021-09-27,1.0,0.0429046395052013,0.06896551724137931,0.00030248033877797946,0.0,0.0
2021-09-28,1.0,0.045136334406432714,0.10416666666666666,0.0008865248226950354,0.0,0.0
2021-09-29,1.0,0.06744318035470867,0.07894736842105263,0.0007112375533428165,0.0,0.0
2021-09-30,1.0,0.05041927544634199,0.058823529411764705,0.00089126559714795,0.0,0.0
2021-10-01,1.0,0.05846156232491893,0.14285714285714285,0.0029036004645760743,0.0,0.0
2021-10-02,1.0,0.06708935072884376,0.07407407407407407,0.0014245014245014246,0.0,0.0
2021-10-03,1.0,0.06640434437556222,0.08333333333333333,0.0007936507936507937,0.0,0.0
2021-10-04,1.0,0.08382206622119961,0.13725490196078433,0.0031372549019607837,0.0,0.0
2021-10-05,2.0,0.03620045769903202,0.13025210084033612,0.00020092425155716293,0.0,0.0
2021-10-06,2.0,0.045027073345060405,0.08771929824561403,0.00027519779841761265,0.0,0.0
2021-10-07,1.0,0.023654851593835152,0.06315789473684211,0.0010078387458006721,0.0,0.0
2021-10-08,1.0,0.04280893045174638,0.07317073170731708,0.0012195121951219512,0.0,0.0
2021-10-09,1.0,0.03161862348322417,0.07575757575757576,0.0013986013986013986,0.0,0.0
2021-10-10,1.0,0.031843489787784014,0.034482758620689655,0.00030248033877797946,0.0,0.0
2021-10-11,2.0,0.03214531438696208,0.06944444444444445,0.0003912363067292645,0.0,0.0
2021-10-12,1.0,0.027090610891495573,0.041666666666666664,0.0002192982456140351,0.0,0.0
2021-10-13,1.0,0.021205914160452293,0.0625,0.00048262548262548264,0.0,0.0
2021-10-14,2.0,0.02422910512402429,0.046831955922865015,9.132003104881056e-05,0.0,0.0
2021-10-15,1.0,0.019461550115242737,0.031746031746031744,0.00016886187098953055,0.0,0.0
2021-10-16,1.0,0.016826880901552623,0.09999999999999999,0.0003336113427856547,0.0,0.0
2021-10-17,1.0,0.028326874454137167,0.08256880733944955,0.00025484199796126404,0.0,0.0
2021-10-18,2.0,0.04192720206947966,0.09345794392523364,0.0010580144595309468,0.0,0.0
2021-10-19,1.0,0.028258839650430415,0.060240963855421686,0.0005877167205406994,0.0,0.0
2021-10-20,1.0,0.0229340986144857,0.05063291139240506,0.0001622849724115547,0.0,0.0
2021-10-21,1.0,0.031172879605338027,0.07017543859649122,0.0003132832080200501,0.0,0.0
2021-10-22,1.0,0.06603688827651716,0.09090909090909091,0.001893939393939394,0.0,0.0
2021-10-23,1.0,0.053814719499872134,0.058823529411764705,0.00089126559714795,0.0,0.0
2021-10-24,1.0,0.03470904089940317,0.05405405405405406,0.0,0.0,0.0
2021-10-25,1.0,0.040627284363816685,0.10256410256410256,0.0,0.0,0.0
2021-10-26,1.0,0.026950540355943093,0.1038961038961039,0.00017088174982911826,0.0,0.0
2021-10-27,1.0,0.03191266294599227,0.18604651162790697,0.0005537098560354374,0.0,0.0
2021-10-28,1.0,0.03770893631551956,0.06382978723404255,0.0009250693802035154,0.0,0.0
2021-10-29,2.0,0.045737926970483435,0.16666666666666666,0.0011494252873563218,3.0,1.0
2021-10-30,1.0,0.05792981787513322,0.15625,0.004032258064516129,0.0,0.0
2021-10-31,1.0,0.07086433512147601,0.0967741935483871,0.0,0.0,0.0
2021-11-01,1.0,0.05384817483573143,0.19230769230769232,0.0015384615384615385,0.0,0.0
2021-11-02,1.0,0.07036595483212811,0.08571428571428572,0.0,0.0,0.0
2021-11-03,1.0,0.06951299373464093,0.0967741935483871,0.002150537634408602,0.0,0.0
2021-11-04,1.0,0.0454536805029034,0.07894736842105263,0.001422475106685633,0.0,0.0
2021-11-05,1.0,0.054507971956720636,0.09375,0.0010080645161290322,0.0,0.0
2021-11-06,1.0,0.08702711399785097,0.2,0.0016666666666666668,0.0,0.0
2021-11-07,1.0,0.02006369951757851,0.09333333333333334,0.0,0.0,0.0
2021-11-08,1.0,0.03948923454784449,0.06818181818181818,0.0010570824524312897,0.0,0.0
2021-11-09,1.0,0.02030344607770669,0.10784313725490197,9.706853038245001e-05,0.0,0.0
2021-11-10,1.0,0.04632514323519822,0.10416666666666666,0.0004432624113475177,0.0,0.0
2021-11-11,1.0,0.07380732500516198,0.11320754716981132,0.000362844702467344,0.0,0.0
2021-11-12,1.0,0.021286152880091926,0.07070707070707072,0.00020614306328592042,0.0,0.0
2021-11-13,1.0,0.036328723650025624,0.11009174311926606,0.0027183146449201497,0.0,0.0
2021-11-14,2.0,0.03816627520629969,0.07142857142857142,0.00031746031746031746,0.0,0.0
2021-11-15,2.0,0.035760960880853745,0.07185628742514971,0.00043286920135632344,0.0,0.0
2021-11-16,2.0,0.033085835534231285,0.09836065573770492,6.004924037710923e-05,0.0,0.0
2021-11-17,2.0,0.022921275485221715,0.05341246290801187,0.000423908435777872,3.0,1.0
2021-11-18,2.0,0.027971255736760434,0.06557377049180328,0.00027096599376778217,0.0,0.0
2021-11-19,1.0,0.02264591285284427,0.03773584905660378,0.00011941724385001193,0.0,0.0
2021-11-20,1.0,0.020570472943184204,0.02834008097165992,0.00013166123564069647,0.0,0.0
2021-11-21,2.0,0.024978473966989795,0.06551724137931034,0.0014079465457582628,3.0,1.0
2021-11-22,1.0,0.01565550904184399,0.025641025641025644,0.00013024013024013023,0.0,0.0
2021-11-23,1.0,0.011881053759920567,0.017341040462427744,8.377314233056883e-05,0.0,0.0
2021-11-24,1.0,0.010892193297800773,0.02631578947368421,0.00014581308151645608,0.0,0.0
2021-11-25,1.0,0.01764749760250833,0.029411764705882353,3.5457220863028756e-05,0.0,0.0
2021-11-26,2.0,0.03656596966320007,0.07964601769911504,0.0009481668773704173,3.0,1.0
